time,value
2024-08-27T07:03:15.344908058Z,false
2024-08-27T07:03:16.00000253Z,false
2024-08-27T07:03:16.001408778Z,false
2024-08-27T07:10:26.778452587Z,false
2024-08-27T07:10:39.505460914Z,true
2024-08-27T07:10:39.556470576Z,false
2024-08-27T07:10:41.186554187Z,true
2024-08-27T07:10:41.367453245Z,false
2024-08-27T07:10:41.674580387Z,true
2024-08-27T07:10:41.728524517Z,false
2024-08-27T07:10:41.847621489Z,true
2024-08-27T07:10:41.906754157Z,false
2024-08-27T07:10:42.004895176Z,true
2024-08-27T07:10:42.046433988Z,false
2024-08-27T07:10:42.065463785Z,false
2024-08-27T07:10:42.153832499Z,true
2024-08-27T07:10:42.21370599Z,false
2024-08-27T07:10:42.288434059Z,true
2024-08-27T07:10:42.355692874Z,false
2024-08-27T07:10:42.431584468Z,true
2024-08-27T07:10:42.499866464Z,false
2024-08-27T07:10:42.570644662Z,true
2024-08-27T07:10:42.63304999Z,false
2024-08-27T07:10:42.700668157Z,true
2024-08-27T07:10:42.767551877Z,false
2024-08-27T07:10:55.278888651Z,true
2024-08-27T07:10:55.496533942Z,false
2024-08-27T07:11:00.480111071Z,true
2024-08-27T07:11:00.615522294Z,false
2024-08-27T07:11:00.903755148Z,true
2024-08-27T07:11:01.015786748Z,false
2024-08-27T07:11:01.127473409Z,true
2024-08-27T07:11:01.262583351Z,false
2024-08-27T07:11:01.361427785Z,true
2024-08-27T07:11:01.47395049Z,false
2024-08-27T07:11:01.572381187Z,true
2024-08-27T07:11:01.693256239Z,false
2024-08-27T07:11:01.80348526Z,true
2024-08-27T07:11:01.886399856Z,false
2024-08-27T07:11:01.99951226Z,true
2024-08-27T07:11:02.074486301Z,false
2024-08-27T07:11:02.173415196Z,true
2024-08-27T07:11:02.261838543Z,false
2024-08-27T07:11:02.365685783Z,true
2024-08-27T07:11:02.432526973Z,false
2024-08-27T07:11:02.508643962Z,true
2024-08-27T07:11:02.593067184Z,false
2024-08-27T07:11:02.673824997Z,true
2024-08-27T07:11:02.773508098Z,false
2024-08-27T07:11:02.849396514Z,true
2024-08-27T07:11:02.935510516Z,false
2024-08-27T07:11:03.01855806Z,true
2024-08-27T07:11:03.093523592Z,false
2024-08-27T07:11:03.160393892Z,true
2024-08-27T07:11:03.386649628Z,false
2024-08-27T07:11:03.482506393Z,true
2024-08-27T07:11:03.566537021Z,false
2024-08-27T07:11:05.381857296Z,true
2024-08-27T07:11:05.487594813Z,false
2024-08-27T07:11:05.779950172Z,true
2024-08-27T07:11:05.853749104Z,false
2024-08-27T07:11:06.070751342Z,true
2024-08-27T07:11:06.137914013Z,false
2024-08-27T07:11:06.237447425Z,true
2024-08-27T07:11:06.354559701Z,false
2024-08-27T07:11:06.397230722Z,true
2024-08-27T07:11:06.509621458Z,false
2024-08-27T07:11:06.563611166Z,true
2024-08-27T07:11:06.685676539Z,false
2024-08-27T07:11:09.026822285Z,true
2024-08-27T07:11:09.131662127Z,false
2024-08-27T07:11:09.267705791Z,true
2024-08-27T07:11:09.333537214Z,false
2024-08-27T07:11:09.431600706Z,true
2024-08-27T07:11:09.498704377Z,false
2024-08-27T07:11:09.601562546Z,true
2024-08-27T07:11:09.663497732Z,false
2024-08-27T07:11:09.753743626Z,true
2024-08-27T07:11:09.828583454Z,false
2024-08-27T07:11:09.903525146Z,true
2024-08-27T07:11:10.00204176Z,false
2024-08-27T07:11:10.083546059Z,true
2024-08-27T07:11:10.165504339Z,false
2024-08-27T07:11:10.271485499Z,true
2024-08-27T07:11:10.376068597Z,false
2024-08-27T07:11:11.126617609Z,true
2024-08-27T07:11:11.225418209Z,false
2024-08-27T07:11:17.441523384Z,true
2024-08-27T07:11:17.570960251Z,false
2024-08-27T07:11:17.867871227Z,true
2024-08-27T07:11:18.028483285Z,false
2024-08-27T07:11:25.437566134Z,true
2024-08-27T07:11:25.499330506Z,false
2024-08-27T07:11:25.587573061Z,true
2024-08-27T07:11:25.648554196Z,false
2024-08-27T07:11:25.736927808Z,true
2024-08-27T07:11:25.818832614Z,false
2024-08-27T07:11:25.961532251Z,true
2024-08-27T07:11:25.969625708Z,false
2024-08-27T07:11:26.050810435Z,true
2024-08-27T07:11:26.135987168Z,false
2024-08-27T07:11:53.188474992Z,true
2024-08-27T07:11:53.255521417Z,false
2024-08-27T07:11:53.352520715Z,true
2024-08-27T07:11:53.42810897Z,false
2024-08-27T07:11:53.524002697Z,true
2024-08-27T07:11:53.599641477Z,false
2024-08-27T07:11:53.712695451Z,true
2024-08-27T07:11:53.771008574Z,false
2024-08-27T07:12:43.668419912Z,false
2024-08-27T07:12:54.005619858Z,true
2024-08-27T07:12:54.095636217Z,false
2024-08-27T07:12:54.449597532Z,false
2024-08-27T07:12:54.85850851Z,false
2024-08-27T07:13:16.25709227Z,true
2024-08-27T07:13:16.369729213Z,false
2024-08-27T07:13:16.746609897Z,false
2024-08-27T07:13:16.74848782Z,false
2024-08-27T07:57:00.875890833Z,false
2024-08-27T07:57:31.348110403Z,true
2024-08-27T07:57:31.349492459Z,false
2024-08-27T07:57:32.025511235Z,false
2024-08-27T07:57:32.026825843Z,false
2024-08-27T07:57:39.13940078Z,true
2024-08-27T07:57:39.240436317Z,false
2024-08-27T07:57:39.676056492Z,false
2024-08-27T07:57:39.677370569Z,false
2024-08-27T08:21:33.466831858Z,true
2024-08-27T08:21:33.527697773Z,false
2024-08-27T08:21:33.897529494Z,false
2024-08-27T08:21:33.899045676Z,false
2024-08-27T08:24:38.411207088Z,true
2024-08-27T08:24:38.510887025Z,false
2024-08-27T08:24:39.132090122Z,false
2024-08-27T08:24:39.133614466Z,false
2024-08-27T08:24:51.208059204Z,true
2024-08-27T08:24:51.321932766Z,false
2024-08-27T08:24:51.91598059Z,false
2024-08-27T08:24:51.917617388Z,false
